prodi,jeniskelamin,propinsikabupaten,tahundaftar,jumlah
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kota Mataram ",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Murung Raya ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Barat ;Kab. Sukabumi ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Maluku ;Kota. Tual ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Kalimantan Tengah ;Kab. Seruyan ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Tojo Una-Una ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Sulawesi Selatan ;Kota Palopo ",2021,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Sulawesi Selatan ;Kab. Maros ",2021,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sulawesi Selatan ;Kota Pare-Pare ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Lampung;Kab. Pesisir Barat",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Tengah ;Kota Palangka Raya ",2021,2
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2021,3
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2021,7
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Sumatera Barat ;Kota Pariaman ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kab. Purbalingga ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Nusa Tenggara Timur ;Kab. Ende ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Malinau ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Grobogan ",2021,5
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Banyumas ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Timur ;Kab. Sidoarjo ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Jember ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Bali ;Kab. Karang Asem ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Sumatera Barat ;Kab. Agam ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Bengkulu ;Kab. Kepahiang ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Banten ;Kab. Lebak ",2021,4
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Jawa Timur ;Kota Blitar ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Sintang ",2021,2
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe Utara ",2021,2
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kota Surakarta ",2021,3
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Sumatera Barat ;Kab. Solok Selatan ",2021,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sulawesi Utara ;Kab. Bolaang Mongondaw Timur ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Bengkulu ;Kota Bengkulu ",2021,6
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Utara ;Kota Medan ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sulawesi Tengah ;Kota Palu ",2021,5
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Lampung ;Kab. Pringsewu ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kab. Sidoarjo ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jambi ;Kab. Bungo ",2021,3
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Sigi ",2021,2
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Barat;Kab. Pangandaran",2021,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Alor ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Utara ;Kab. Labuhan Batu Selatan ",2021,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Brebes ",2021,2
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Maluku Utara ;Kota Tidore Kepulauan ",2021,2
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Sintang ",2021,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Sulawesi Tengah;Kab. Banggai Laut",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Kepulauan Riau ;Kota Tanjungpinang ",2021,4
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Lamongan ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Barat ;Kab. Tasikmalaya ",2021,2
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Buton ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Gorontalo ;Kota Gorontalo ",2021,3
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Riau ;Kab. Bengkalis ",2021,5
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kab. Sukabumi ",2021,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Barat ;Kab. Tasikmalaya ",2021,2
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Klaten ",2021,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Barat ;Kab. Kuningan ",2021,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Pasaman ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung Timur ",2021,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Timur ;Kab. Malang ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Banggai Kepulauan ",2021,19
"Reguler - FIKes - Kebidanan S1",Perempuan,"Tidak Ada;Tidak Ada",2021,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Blora ",2021,5
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Kolaka ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sumatera Barat ;Kab. Sawahlunto/ Sijunjung ",2021,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Timur ;Kab. Trenggalek ",2021,2
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Wonosobo ",2021,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Maluku Utara ;Kota Ternate ",2021,2
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jambi ;Kota Jambi ",2021,3
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sulawesi Tenggara;Kab. Buton Tengah",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Lampung ;Kota Bandar Lampung ",2021,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sulawesi Selatan ;Kota Pare-Pare ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sumatera Barat ;Kota Padang Panjang ",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2021,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Lampung ;Kab. Lampung Barat ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sumatera Selatan;Kab. Penukal Abab Lematang Ilir",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Lampung;Kab. Pesisir Barat",2021,1
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Jawa Timur ;Kab. Sampang ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Tenggara;Kab. Buton Selatan",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. Sumatera Barat ;Kota Bukittinggi ",2021,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Utara ",2021,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Maluku ;Kab. Maluku Tenggara ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bekasi ",2021,3
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sumatera Utara ;Kota Sibolga ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kota Cirebon ",2021,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2021,1
"Internasional - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Temanggung ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Banten ;Kab. Pandeglang ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Gorontalo ;Kota Gorontalo ",2021,2
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Blitar ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Tengah ;Kab. Lamandau ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Purbalingga ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Timur ;Kab. Trenggalek ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sumatera Barat ;Kab. Padang Pariaman ",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. Sumatera Selatan ;Kota Palembang ",2021,3
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Sulawesi Tenggara ;Kota Kendari ",2021,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Barat ;Kab. Purwakarta ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kota Cimahi ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Barito Utara ",2021,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bekasi ",2021,2
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Banten ;Kab. Tangerang ",2021,5
"Internasional - FIKes - Keperawatan S1",Perempuan,"Prop. Papua ;Kab. Merauke ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sulawesi Utara ;Kab. Minahasa Utara ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa Barat ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kab. Sampang ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Magetan ",2021,2
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Tenggara;Kab. Buton Tengah",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Aceh ;Kab. Bener Meriah ",2021,1
"Internasional - FIKes - Keperawatan S1",Laki-laki,"Prop. Riau ;Kab. Bengkalis ",2021,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Sumatera Barat ;Kota Bukittinggi ",2021,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Kutai Barat ",2021,5
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Barat ;Kab. Solok Selatan ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Muara Enim ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kota Bogor ",2021,3
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Banyumas ",2021,6
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jambi ;Kab. Kerinci ",2021,1
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu ",2021,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Timur ;Kab. Mojokerto ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Timur ;Kab. Sumenep ",2021,4
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sulawesi Tengah ;Kota Palu ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Muara Enim ",2021,7
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kota Bandung ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Barito Utara ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jambi ;Kab. Bungo ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Tengah ;Kab. Toli-Toli ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Timur ;Kab. Magetan ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Lamandau ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Timur ;Kab. Pamekasan ",2021,4
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Ende ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa Barat ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sumatera Barat ;Kab. Lima Puluh Koto ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Maluku ;Kota Ambon ",2021,2
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Barat ",2021,3
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Lahat ",2021,12
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Kalimantan Timur ;Kota Balikpapan ",2021,1
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Nusa Tenggara Timur ;Kab. Ende ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Barat ;Kab. Majalengka ",2021,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Barito Selatan ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Bali ;Kab. Badung ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jambi ;Kab. Merangin ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Wonogiri ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa ",2021,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kota Pasuruan ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Riau ;Kota Dumai ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Kolaka ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Lampung ;Kab. Lampung Barat ",2021,4
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Maluku ;Kab. Buru Selatan ",2021,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kab. Cianjur ",2021,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Empat Lawang ",2021,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Kalimantan Utara;KOTA TARAKAN",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Tojo Una-Una ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Sulawesi Tengah ;Kota Palu ",2021,4
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Jawa Timur ;Kab. Bojonegoro ",2021,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Penajam Paser Utara ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Maluku ;Kota Ambon ",2021,11
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Tengah ;Kota Palangka Raya ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan;Kab. Penukal Abab Lematang Ilir",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Barat ;Kab. Bandung ",2021,2
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Pusat ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka ",2021,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Timur ",2021,3
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Timur ;Kota Blitar ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kota Tasikmalaya ",2021,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Penajam Paser Utara ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bandung ",2021,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Jawa Tengah ;Kota Magelang ",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Papua ;Kab. Nabire ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Timur ;Kab. Pamekasan ",2021,3
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Batang ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Bengkulu ;Kab. Muko-muko ",2021,3
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Riau ;Kab. Kuantan Singingi ",2021,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Lembata ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kota Cimahi ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Bondowoso ",2021,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Wonogiri ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Lamongan ",2021,4
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Tengah ",2021,2
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Riau ;Kota Pekanbaru ",2021,3
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Banyuwangi ",2021,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sulawesi Tengah;Kab. Banggai Laut",2021,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Tanah Datar ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Donggala ",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Bengkulu ;Kab. Lebong ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jambi ;Kab. Sungai Penuh ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2021,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Sulawesi Tengah;Kab. Banggai Laut",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Aceh ;Kota Lhokseumawe ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Tengah ;Kab. Rembang ",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. Sumatera Utara ;Kota Medan ",2021,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Timur ;Kab. Sampang ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Timur ",2021,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jambi ;Kab. Batang Hari ",2021,4
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sumatera Utara ;Kota Binjai ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Jepara ",2021,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Lamandau ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. D.K.I. Jakarta ;Kota Jakarta Timur ",2021,7
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Timur ;Kota Bontang ",2021,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Bengkulu ;Kab. Kepahiang ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Maluku ;Kab. Maluku Tenggara ",2021,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Katingan ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sumatera Selatan;Kab. Musi Rawas Utara",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Lampung ;Kab. Pasawaran ",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. Gorontalo ;Kota Gorontalo ",2021,4
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Tegal ",2021,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Papua ;Kab. Mimika ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Lampung ;Kab. Pringsewu ",2021,5
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Barat ;Kota Tasikmalaya ",2021,2
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Sleman ",2021,20
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Gorontalo ;Kab. Boalemo ",2021,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka ",2021,2
"Internasional - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Toli-Toli ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Ilir ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Barat ;Kab. Sawahlunto/ Sijunjung ",2021,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Utara ;Kab. Bolaang Mongondow Utara ",2021,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Riau ;Kab. Indragiri Hulu ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Kalimantan Tengah ;Kab. Kapuas ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Selatan ;Kota Makassar ",2021,3
"Internasional - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Purworejo ",2021,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Gorontalo ;Kab. Pohuwato ",2021,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Riau ;Kab. Siak ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Banten ;Kab. Tangerang ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kab. Bandung ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Barat ",2021,6
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Boyolali ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sulawesi Utara ;Kota. Kotamobagu ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Banten ;Kab. Pandeglang ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Utara ;Kab. Deli Serdang ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Papua ;Kab. Jayawijaya",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kota Surakarta ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kota Kediri ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Barat ;Kota Tasikmalaya ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Malang ",2021,2
